,CBV,MeryBois,MeryTherm
2020-12-31 23:00:00,0.006769167278565,0.006769167278565,0.318937138625889
2021-01-01 00:00:00,0.007672935306887,0.007672935306887,0.318943953885406
2021-01-01 01:00:00,0.012872395156223,0.012872395156223,0.318724507545904
2021-01-01 02:00:00,0.01562427532508,0.01562427532508,0.318828682314116
2021-01-01 03:00:00,0.025062708420183,0.025062708420183,0.318745656870231
2021-01-01 04:00:00,0.020119489859363,0.020119489859363,0.31861991196849
2021-01-01 05:00:00,0.011638522431855,0.011638522431855,0.319159213731841
2021-01-01 06:00:00,0.004731759382276,0.004731759382276,0.319118002534936
2021-01-01 07:00:00,0.001101497486739,0.001101497486739,0.319505849895536
2021-01-01 08:00:00,0,0,0.319585112923518
2021-01-01 09:00:00,0,0,0.319482329290002
2021-01-01 10:00:00,0,0,0.319438509675826
2021-01-01 11:00:00,0,0,0.319171195345401
2021-01-01 12:00:00,0,0,0.319227870498226
2021-01-01 13:00:00,0,0,0.319364009000286
2021-01-01 14:00:00,0,0,0.319239192415484
2021-01-01 15:00:00,0,0,0.3192573898689
2021-01-01 16:00:00,0,0,0.319612856913015
2021-01-01 17:00:00,0,0,0.320157762072176
2021-01-01 18:00:00,0,0,0.319767720037911
2021-01-01 19:00:00,0,0,0.319917979253497
2021-01-01 20:00:00,0,0,0.319935663731189
2021-01-01 21:00:00,0,0,0.318808821482895
2021-01-01 22:00:00,0.006769167278565,0.006769167278565,0.318791829541422
2021-01-01 23:00:00,0.007672935306887,0.007672935306887,0.31870612682591
2021-01-02 00:00:00,0.012872395156223,0.012872395156223,0.31876515085977
2021-01-02 01:00:00,0.01562427532508,0.01562427532508,0.318347877651198
2021-01-02 02:00:00,0.025062708420183,0.025062708420183,0.318030569181319
2021-01-02 03:00:00,0.020119489859363,0.020119489859363,0.318370580589912
2021-01-02 04:00:00,0.011638522431855,0.011638522431855,0.318655310586549
2021-01-02 05:00:00,0.004731759382276,0.004731759382276,0.318637898299917
2021-01-02 06:00:00,0.001101497486739,0.001101497486739,0.318549190040496
2021-01-02 07:00:00,0,0,0.318822036788432
2021-01-02 08:00:00,0,0,0.318632268131885
2021-01-02 09:00:00,0,0,0.318969763259419
2021-01-02 10:00:00,0,0,0.318720565468337
2021-01-02 11:00:00,0,0,0.318666638209252
2021-01-02 12:00:00,0,0,0.318744364655365
2021-01-02 13:00:00,0,0,0.318857055245482
2021-01-02 14:00:00,0,0,0.318837836514086
2021-01-02 15:00:00,0,0,0.337135205229253
2021-01-02 16:00:00,0,0,0.70336940081717
2021-01-02 17:00:00,0,0,0.720900109236037
2021-01-02 18:00:00,0,0,0.718795026144927
2021-01-02 19:00:00,0,0,0.721681295988885
2021-01-02 20:00:00,0,0,0.722943344278927
2021-01-02 21:00:00,0.006769167278565,0.006769167278565,0.721792688356894
2021-01-02 22:00:00,0.007672935306887,0.007672935306887,0.72076140376799
2021-01-02 23:00:00,0.012872395156223,0.012872395156223,0.722681183854868
2021-01-03 00:00:00,0.01562427532508,0.01562427532508,0.721559330611441
2021-01-03 01:00:00,0.025062708420183,0.025062708420183,0.723776889407949
2021-01-03 02:00:00,0.020119489859363,0.020119489859363,0.725409417130628
2021-01-03 03:00:00,0.011638522431855,0.011638522431855,0.723259404732283
2021-01-03 04:00:00,0.004731759382276,0.004731759382276,0.72973111646267
2021-01-03 05:00:00,0.001101497486739,0.001101497486739,0.727992866780647
2021-01-03 06:00:00,0,0,0.73000600401553
2021-01-03 07:00:00,0,0,0.73072672267222
2021-01-03 08:00:00,0,0,0.733368305185491
2021-01-03 09:00:00,0,0,0.547626044042594
2021-01-03 10:00:00,0,0,0.745588371848177
2021-01-03 11:00:00,0,0,0.753726776837482
2021-01-03 12:00:00,0,0,0.751495811738549
2021-01-03 13:00:00,0,0,0.751368449583966
2021-01-03 14:00:00,0,0,0.749763289159657
2021-01-03 15:00:00,0,0,0.744811217996827
2021-01-03 16:00:00,0,0,0.746063680031729
2021-01-03 17:00:00,0,0,0.740990064274322
2021-01-03 18:00:00,0,0,0.741092801724139
2021-01-03 19:00:00,0,0,0.743819222964024
2021-01-03 20:00:00,0.006769167278565,0.006769167278565,0.741470790379032
2021-01-03 21:00:00,0.007672935306887,0.007672935306887,0.741320653023679
2021-01-03 22:00:00,0.012872395156223,0.012872395156223,0.74236012408253
2021-01-03 23:00:00,0.01562427532508,0.01562427532508,0.742999874813379
2021-01-04 00:00:00,0.025062708420183,0.025062708420183,0.744903828417641
2021-01-04 01:00:00,0.020119489859363,0.020119489859363,0.746367201531697
2021-01-04 02:00:00,0.011638522431855,0.011638522431855,0.74367014240601
2021-01-04 03:00:00,0.004731759382276,0.004731759382276,0.745661798086951
2021-01-04 04:00:00,0.001101497486739,0.001101497486739,0.748121480515489
2021-01-04 05:00:00,0,0,0.747595548326916
2021-01-04 06:00:00,0,0,0.74309543172637
2021-01-04 07:00:00,0,0,0.745908965039819
2021-01-04 08:00:00,0,0,0.746516111287531
2021-01-04 09:00:00,0,0,0.747973982573589
2021-01-04 10:00:00,0,0,0.747781971479836
2021-01-04 11:00:00,0,0,0.748398186362548
2021-01-04 12:00:00,0,0,0.747871422155433
2021-01-04 13:00:00,0,0,0.744210399324786
2021-01-04 14:00:00,0,0,0.747921320032235
2021-01-04 15:00:00,0,0,0.749807135704675
2021-01-04 16:00:00,0,0,0.750421132821658
2021-01-04 17:00:00,0,0,0.746216391816131
2021-01-04 18:00:00,0,0,0.748906987858091
2021-01-04 19:00:00,0.006769167278565,0.006769167278565,0.750204610587369
2021-01-04 20:00:00,0.007672935306887,0.007672935306887,0.749758602430555
2021-01-04 21:00:00,0.012872395156223,0.012872395156223,0.75031886505833
2021-01-04 22:00:00,0.01562427532508,0.01562427532508,0.748429303738257
2021-01-04 23:00:00,0.025062708420183,0.025062708420183,0.749382318347125
2021-01-05 00:00:00,0.020119489859363,0.020119489859363,0.752050864557665
2021-01-05 01:00:00,0.011638522431855,0.011638522431855,0.742113783780337
2021-01-05 02:00:00,0.004731759382276,0.004731759382276,0.745570549931422
2021-01-05 03:00:00,0.001101497486739,0.001101497486739,0.753094232618089
2021-01-05 04:00:00,0,0,0.753894923104197
2021-01-05 05:00:00,0,0,0.754211173572315
2021-01-05 06:00:00,0,0,0.753279187114718
2021-01-05 07:00:00,0,0,0.74222412201306
2021-01-05 08:00:00,0,0,0.743980374826194
2021-01-05 09:00:00,0,0,0.749563588048446
2021-01-05 10:00:00,0,0,0.750596464276864
2021-01-05 11:00:00,0,0,0.748501978689926
2021-01-05 12:00:00,0,0,0.746782964648513
2021-01-05 13:00:00,0,0,0.749826555752126
2021-01-05 14:00:00,0,0,0.751073673183522
