,member_1,member_10,member_11,member_12,member_13,member_14,member_15,member_16,member_17,member_18,member_19,member_20,member_21,member_22,member_23,member_24,member_25,member_3,member_4,member_6,member_7,member_8,member_9
2020-12-31 23:00:00,333.3333333333333,0.64,210.96924315610866,227.0701754385965,96.82248255098648,0.0,177.35096480131403,0.0,17.93562841383997,209.40639070215894,0.0,0.0,160.77222493387995,255.78808780974742,311.1151647680091,0.0,0.0,51.00807912540017,0.0,18.298245614035082,8.940350877192984,0.0,2.5
2021-01-01 00:00:00,48.10000000000001,0.0,210.96924315610866,0.0,4.15,0.0,19.25,0.0,0.0,31.5,0.0,0.0,62.88,51.625,0.0,0.0,0.0,0.0,0.0,0.0,1.6800000000000002,0.0,0.0
2021-01-01 01:00:00,37.2375,0.0,0.0,26.25,21.654286498847018,0.0,0.0,0.0,5.635000000000001,20.708213501152983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.05,0.0,3.5,0.0,0.0,2.5
2021-01-01 02:00:00,65.06249999999997,0.0,0.0,11.550000000000018,4.2,0.0,19.25,0.0,0.0,37.8,0.0,0.0,0.0,54.25,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0
2021-01-01 03:00:00,40.5,0.0,0.0,27.3,13.475,0.0,24.5,0.0,4.654999999999999,0.0,0.0,0.0,0.0,0.0,124.25,0.0,0.0,18.9,0.0,0.0,1.1800000000000002,0.0,0.0
2021-01-01 04:00:00,44.15,0.0,0.0,36.75,3.85,0.0,28.0,0.0,0.0,35.35,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0
2021-01-01 05:00:00,41.962500000000006,0.0,0.0,39.2,20.549999999999997,0.0,0.0,0.0,0.0,39.900000000000006,0.0,0.0,0.0,57.75,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0
2021-01-01 06:00:00,48.2375,0.0,0.0,0.0,12.0,0.0,28.0,0.0,5.25,0.0,0.0,0.0,55.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0
2021-01-01 07:00:00,90.6625,0.0,0.0,0.0,11.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0218226671254107,0.0,0.0
2021-01-01 08:00:00,349.471386473093,13.783247025239998,390.6699057138539,349.471386473093,203.3477499253202,14.099549868963356,332.3900760793969,0.0,7.264856518690175,151.17584500153998,44.619272882520825,0.0,127.10533650495472,188.92935286587064,277.96457257629896,0.016919778833987407,16.040096844276952,59.91295774804256,390.6699057138539,44.7161636253863,34.164172167108,0.0,54.11271867033229
2021-01-01 09:00:00,593.8851925499121,17.528083660926256,496.812890215132,593.8851925499121,345.5653947459537,25.06356851616469,590.861518511844,0.0,20.7399275632197,431.58127990196897,75.82516478588205,0.0,225.94432729194114,240.26047686539061,367.0573463550589,0.004409704696600651,28.513113538993455,76.19099721989814,496.812890215132,75.98981911728151,614.3093151579251,0.0,91.95815048338393
2021-01-01 10:00:00,652.102915865865,17.935990959408095,508.37454223704503,652.102915865865,379.4406803925094,32.39230171767454,763.6328629203421,0.0,28.093920548495376,584.6119833748149,83.2581981722466,0.0,292.01176266329685,245.85173281475554,419.690635645938,0.02280306966237439,36.85051376741144,77.9640868768061,508.37454223704503,83.43899333427868,725.226145307707,0.0,100.97267758163024
2021-01-01 11:00:00,626.465271392495,16.914662780457068,479.426197725549,626.465271392495,364.52284299912816,33.00169150044152,777.9989326274181,0.0,32.614513768576,678.681907288073,79.9848742347218,0.0,297.5053205513951,231.85221067316235,662.1538254777661,0.02283196395880217,37.54377498655232,73.52458202571223,479.426197725549,80.15856137442505,775.313258676572,0.0,97.00290295499056
2021-01-01 12:00:00,585.489335838153,12.880369413098991,365.0789030306429,585.489335838153,340.6800775580098,21.958626254900413,517.664004829824,0.0,34.882846566229325,725.88409587194,74.75321144090238,0.0,197.9537364848413,176.5534531474287,446.008888434702,0.013137897974659954,24.980832364812322,55.98833330150973,365.0789030306429,74.91553802581016,724.51026161898,0.0,90.65812235568822
2021-01-01 13:00:00,192.187546805202,3.784990715830294,107.281104617327,192.187546805202,111.82862666072366,12.931955883269344,304.86461198008004,0.0,22.20964189733557,462.164857953267,24.537827494451513,0.0,116.57965108718967,51.88152292675713,400.782025800304,0.01100410380013987,14.711804751310707,16.452581051403246,107.281104617327,24.591111382346817,290.229975021973,0.0,29.75863276580994
2021-01-01 14:00:00,36.75,0.6614914129784788,211.57839194859457,32.900000000000006,8.904881288542931,0.6411030140506033,21.0,0.0,3.605,31.15,1.95394012643794,0.0,53.06,46.375,112.35,0.0,0.7293392007617041,18.9,0.6091487924859,2.45,1.14,0.0,4.869671344465804
2021-01-01 15:00:00,41.4,0.0,0.0,31.85,6.75,0.0,24.5,0.0,0.0,34.650000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,1.08,0.0,0.0
2021-01-01 16:00:00,0.0,0.0,0.0,0.0,8.725,0.0,26.25,0.0,5.8100000000000005,0.0,0.0,0.0,48.2,52.5,139.64999999999998,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0
2021-01-01 17:00:00,41.1375,0.0,0.0,28.35,9.175,0.0,0.0,0.0,0.0,42.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0
