,0
member_1,2000.0
member_3,306.55143143692686
member_4,1500.0
member_6,219.37794710161575
member_7,1513.4105263157894
member_8,0.0
member_9,236.01244307056572
member_10,53.88158478417148
member_11,1816.453864734163
member_12,1840.6052631578948
member_13,1018.0423047128721
member_14,63.62802720497938
member_15,1766.026447201971
member_16,0.0
member_17,98.98694761406266
member_18,1814.1095860532384
member_19,191.51470453485706
member_20,0.0
member_21,814.7555007285549
member_22,1109.0874551192294
member_23,1966.6727471520137
member_24,1.3286385357815538
member_25,72.38526959110615
